Case Number,Date,Primary Type,Description,Location Description,Arrest,District,Latitude,Longitude,removal_reason
JC552128,2024-03-19 02:10:20,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,12,,,null_coordinates
JD884769,2024-07-10 19:40:47,ROBBERY,ROBBERY - DETAIL,APARTMENT,False,8,,,null_coordinates
JH987288,2024-01-28 00:00:00,THEFT,THEFT - DETAIL,PARK,False,23,,,null_coordinates
JC281840,2023-04-30 04:11:26,NARCOTICS,NARCOTICS - DETAIL,  ALLEY  ,False,21,,,null_coordinates
JC889509,2024-12-06 20:58:29,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,SIDEWALK,False,18,,,null_coordinates
JG322028,2022-05-15 00:00:00,BURGLARY,BURGLARY - DETAIL,SIDEWALK,True,5,,,null_coordinates
JG651898,2022-12-16 15:08:35,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,False,12,,,null_coordinates
JF710728,2021-01-02 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESTAURANT,False,3,,,null_coordinates
JD934479,2024-01-30 08:21:23,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,GROCERY/FOOD STORE,False,13,,,null_coordinates
JH889385,2023-07-04 14:08:44,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,GAS STATION,False,23A,,,null_coordinates
JH776168,2024-04-23 00:00:00,BATTERY,BATTERY - DETAIL,STREET,False,25,,,null_coordinates
JE645068,2023-08-12 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,ALLEY,True,17,,,null_coordinates
JD182238,2022-11-16 16:33:08,OTHER OFFENSE,OTHER OFFENSE - DETAIL,RESTAURANT,False,23,,,null_coordinates
JC451604,2024-05-01 00:00:00,THEFT,THEFT - DETAIL,RESTAURANT,False,5,,,null_coordinates
JD559514,2022-05-29 15:10:49,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,SIDEWALK,False,6,,,null_coordinates
JF340812,2023-02-27 05:29:59,BATTERY,BATTERY - DETAIL,CTA PLATFORM,False,15,,,null_coordinates
JD448324,2022-09-13 00:00:00,BATTERY,BATTERY - DETAIL,GAS STATION,False,9,,,null_coordinates
JE748830,2022-10-07 03:49:09,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,7,,,null_coordinates
JH244325,2021-08-26 00:00:00,BATTERY,BATTERY - DETAIL,PARK,False,3,,,null_coordinates
JC752510,2021-03-18 17:02:53,BATTERY,BATTERY - DETAIL,  PARK  ,False,21,,,null_coordinates
JH680864,2023-01-01 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  ALLEY  ,False,9,,,null_coordinates
JD776126,2024-06-20 11:11:25,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,False,12,,,null_coordinates
JE124370,2023-07-16 00:00:00,NARCOTICS,NARCOTICS - DETAIL,PARKING LOT/GARAGE,False,10,,,null_coordinates
JH725109,2023-07-30 15:32:54,OTHER OFFENSE,OTHER OFFENSE - DETAIL,GAS STATION,False,21,,,null_coordinates
JH439070,2024-06-26 00:00:00,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,True,015,,,null_coordinates
JC904487,2023-12-22 00:00:00,ASSAULT,ASSAULT - DETAIL,BANK,True,14,,,null_coordinates
JD943648,2023-01-20 05:59:23,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,STREET,False,2,,,null_coordinates
JG639853,2021-06-13 21:05:30,ASSAULT,ASSAULT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,11,,,null_coordinates
JD607245,2021-04-20 18:53:43,THEFT,THEFT - DETAIL,  APARTMENT  ,False,6,,,null_coordinates
JH544112,2022-12-24 00:00:00,THEFT,THEFT - DETAIL,RESIDENCE,True,4,,,null_coordinates
JG837956,2021-09-19 15:13:10,ROBBERY,ROBBERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,2,,,null_coordinates
JC411858,2020-11-29 00:00:00,BURGLARY,BURGLARY - DETAIL,RESIDENCE,False,19,,,null_coordinates
JC308011,2024-10-13 20:09:39,NARCOTICS,NARCOTICS - DETAIL,  RESIDENCE  ,False,25,,,null_coordinates
JH262831,2021-01-13 07:32:20,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,BANK,False,6,,,null_coordinates
JD327691,2024-02-18 09:43:57,NARCOTICS,NARCOTICS - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,4,,,null_coordinates
JC136941,2022-02-01 13:55:24,ASSAULT,ASSAULT - DETAIL,RESTAURANT,False,3,,,null_coordinates
JD386208,2020-05-15 07:17:54,THEFT,THEFT - DETAIL,CTA PLATFORM,False,4,,,null_coordinates
JF486140,2021-08-18 12:29:23,BURGLARY,BURGLARY - DETAIL,PARKING LOT/GARAGE,False,19,,,null_coordinates
JF920651,2021-05-24 03:10:30,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,False,14,,,null_coordinates
JE793304,2020-10-28 18:32:21,BURGLARY,BURGLARY - DETAIL,GROCERY/FOOD STORE,False,25,,,null_coordinates
JF784152,2021-04-26 19:50:14,ROBBERY,ROBBERY - DETAIL,CTA PLATFORM,True,5,,,null_coordinates
JD811384,2022-11-12 00:00:00,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,False,14,,,null_coordinates
JE292323,2024-05-22 14:02:14,ROBBERY,ROBBERY - DETAIL,PARK,False,9,,,null_coordinates
JC831559,2020-02-10 05:37:47,BATTERY,BATTERY - DETAIL,CTA PLATFORM,False,15,,,null_coordinates
JD926985,2024-03-16 18:52:09,THEFT,THEFT - DETAIL,GAS STATION,False,15,,,null_coordinates
JD348025,2021-10-18 06:45:31,BATTERY,BATTERY - DETAIL,PARK,False,14,,,null_coordinates
JG513624,2022-08-20 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,GAS STATION,False,4,,,null_coordinates
JG902315,2020-10-29 12:58:58,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,09,,,null_coordinates
JF821238,2021-03-19 00:00:00,BATTERY,BATTERY - DETAIL,  GAS STATION  ,False,24,,,null_coordinates
JD761649,2021-05-14 00:00:00,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,False,25,,,null_coordinates
JE450894,2021-08-17 15:32:14,BATTERY,BATTERY - DETAIL,GAS STATION,False,8,,,null_coordinates
JE290994,2024-04-25 00:00:00,NARCOTICS,NARCOTICS - DETAIL,ALLEY,False,22,,,null_coordinates
JC502842,2022-04-04 05:53:17,THEFT,THEFT - DETAIL,SIDEWALK,False,25,,,null_coordinates
JH109925,2023-03-18 16:25:07,THEFT,THEFT - DETAIL,  PARKING LOT/GARAGE  ,False,19,,,null_coordinates
JF826370,2021-05-22 16:17:16,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,SIDEWALK,True,23,,,null_coordinates
JF824359,2020-03-30 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,APARTMENT,False,18,,,null_coordinates
JC438861,2021-02-09 03:19:53,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,RESIDENCE,True,5,,,null_coordinates
JC780440,2024-10-23 12:29:04,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  ALLEY  ,False,17,,,null_coordinates
JD424851,2020-01-31 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,  RESTAURANT  ,False,25,,,null_coordinates
JD258220,2020-04-08 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,SIDEWALK,False,4,,,null_coordinates
JE895021,2024-02-23 13:06:19,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,BANK,False,99,,,null_coordinates
JE228873,2023-03-15 00:00:00,NARCOTICS,NARCOTICS - DETAIL,  APARTMENT  ,False,16,,,null_coordinates
JC470590,2020-07-25 06:13:11,NARCOTICS,NARCOTICS - DETAIL,RESIDENCE,True,14,,,null_coordinates
JD817534,2021-09-02 17:20:55,BATTERY,BATTERY - DETAIL,ALLEY,False,16,,,null_coordinates
JC216511,2024-08-03 03:55:16,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,GROCERY/FOOD STORE,False,3,,,null_coordinates
JD112559,2024-10-02 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,STREET,False,10,,,null_coordinates
JC615713,2020-08-20 06:54:28,BURGLARY,BURGLARY - DETAIL,  RESTAURANT  ,False,15,,,null_coordinates
JG365959,2021-10-21 07:21:28,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,STREET,False,11,,,null_coordinates
JH923977,2024-09-26 00:13:27,BATTERY,BATTERY - DETAIL,ALLEY,False,17,,,null_coordinates
JC403869,2020-10-19 09:47:18,BURGLARY,BURGLARY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,18,,,null_coordinates
JH347718,2023-07-09 16:03:07,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARKING LOT/GARAGE,False,8,,,null_coordinates
JH557008,2024-09-09 20:54:10,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,RESIDENCE,False,4,,,null_coordinates
JF102726,2024-07-27 00:00:00,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,CTA PLATFORM,False,1,,,null_coordinates
JE938639,2021-09-01 00:29:15,ASSAULT,ASSAULT - DETAIL,  BANK  ,False,24,,,null_coordinates
JD730117,2023-11-25 00:00:00,ASSAULT,ASSAULT - DETAIL,ALLEY,False,23,,,null_coordinates
JH354969,2024-04-12 04:55:14,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,ALLEY,False,20,,,null_coordinates
JE923603,2022-12-12 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  RESTAURANT  ,False,024,,,null_coordinates
JH721414,2022-09-06 00:00:00,ASSAULT,ASSAULT - DETAIL,  RESIDENCE  ,True,21,,,null_coordinates
JF232993,2020-08-16 23:36:04,ROBBERY,ROBBERY - DETAIL,  APARTMENT  ,False,1,,,null_coordinates
JG467714,2022-01-18 00:00:00,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,False,12,,,null_coordinates
JH231790,2021-03-12 17:34:55,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,GROCERY/FOOD STORE,False,14,,,null_coordinates
JD875300,2024-04-27 00:00:00,THEFT,THEFT - DETAIL,ALLEY,False,19,,,null_coordinates
JG929878,2023-12-08 11:41:30,BURGLARY,BURGLARY - DETAIL,APARTMENT,True,18,,,null_coordinates
JC515185,2020-06-01 06:21:26,BATTERY,BATTERY - DETAIL,APARTMENT,False,24,,,null_coordinates
JF865708,2023-09-18 00:00:00,BATTERY,BATTERY - DETAIL,RESTAURANT,False,13,,,null_coordinates
JH299591,2024-08-28 23:59:39,THEFT,THEFT - DETAIL,CTA PLATFORM,False,7,,,null_coordinates
JD128523,2022-10-20 08:48:34,ROBBERY,ROBBERY - DETAIL,RESIDENCE,False,14,,,null_coordinates
JD290805,2023-11-20 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,STREET,False,2,,,null_coordinates
JD468290,2022-04-13 00:01:36,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,CTA PLATFORM,False,,,,null_coordinates
JG313172,2024-04-13 19:36:07,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  STREET  ,False,18,,,null_coordinates
JD926734,2024-06-17 07:17:05,BATTERY,BATTERY - DETAIL,STREET,False,15,,,null_coordinates
JG940482,2024-08-27 00:00:00,BATTERY,BATTERY - DETAIL,CTA PLATFORM,False,11,,,null_coordinates
JE618881,2021-09-17 04:28:54,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,GROCERY/FOOD STORE,False,20,,,null_coordinates
JD125202,2024-04-12 12:52:23,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",True,5,,,null_coordinates
JF571644,2024-06-10 04:37:18,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,22,,,null_coordinates
JG860265,2021-07-03 02:49:06,ASSAULT,ASSAULT - DETAIL,STREET,False,,,,null_coordinates
JC229627,2020-07-14 06:22:57,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,ALLEY,False,7,,,null_coordinates
JD801590,2022-01-31 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,GROCERY/FOOD STORE,False,8,,,null_coordinates
JG112518,2020-10-31 00:00:00,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,False,6,,,null_coordinates
JD744717,2022-01-30 09:53:16,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,10,,,null_coordinates
JD626587,2022-08-24 00:00:00,ASSAULT,ASSAULT - DETAIL,PARK,False,16,,,null_coordinates
JH628325,2020-03-28 10:58:57,ROBBERY,ROBBERY - DETAIL,APARTMENT,True,23,,,null_coordinates
JG147226,2022-02-02 16:27:08,BATTERY,BATTERY - DETAIL,CTA PLATFORM,False,21,,,null_coordinates
JE143443,2023-09-29 20:43:11,BATTERY,BATTERY - DETAIL,GAS STATION,False,8,,,null_coordinates
JF456659,2020-06-17 00:46:25,OTHER OFFENSE,OTHER OFFENSE - DETAIL,STREET,False,7,,,null_coordinates
JE525866,2024-06-09 00:00:00,NARCOTICS,NARCOTICS - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,22,,,null_coordinates
JC753231,2021-12-13 11:53:19,OTHER OFFENSE,OTHER OFFENSE - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,13,,,null_coordinates
JD964438,2024-02-22 20:15:27,ROBBERY,ROBBERY - DETAIL,RESIDENCE,True,22,,,null_coordinates
JD336206,2022-06-03 00:00:00,ASSAULT,ASSAULT - DETAIL,CTA PLATFORM,False,24,,,null_coordinates
JC879931,2022-11-08 01:51:56,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARKING LOT/GARAGE,False,21,,,null_coordinates
JG385366,2022-08-10 22:38:55,THEFT,THEFT - DETAIL,BANK,False,9,,,null_coordinates
JD526740,2021-01-04 22:38:30,ROBBERY,ROBBERY - DETAIL,  PARK  ,True,22,,,null_coordinates
JD289407,2022-06-24 01:58:59,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESIDENCE,False,25,,,null_coordinates
JG528714,2020-11-28 00:00:00,ASSAULT,ASSAULT - DETAIL,GROCERY/FOOD STORE,False,1,,,null_coordinates
JH260919,2022-11-17 16:53:59,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,RESIDENCE,False,6,,,null_coordinates
JG280868,2022-01-30 14:46:06,ROBBERY,ROBBERY - DETAIL,GAS STATION,False,25,,,null_coordinates
JE377931,2023-06-16 00:03:02,BURGLARY,BURGLARY - DETAIL,SIDEWALK,False,23,,,null_coordinates
JE537667,2021-04-08 00:00:00,BURGLARY,BURGLARY - DETAIL,SIDEWALK,False,11,,,null_coordinates
JG138683,2024-07-27 06:32:04,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  GAS STATION  ,False,25,,,null_coordinates
JC307048,2021-10-28 13:17:50,ROBBERY,ROBBERY - DETAIL,  RESTAURANT  ,False,16,,,null_coordinates
JG238961,2020-01-02 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,RESTAURANT,False,13,,,null_coordinates
JC627767,2020-08-24 13:28:57,ROBBERY,ROBBERY - DETAIL,SIDEWALK,False,09,,,null_coordinates
JE825893,2022-10-10 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,  APARTMENT  ,False,11,,,null_coordinates
JF612452,2021-09-11 00:00:00,ASSAULT,ASSAULT - DETAIL,  BANK  ,False,,,,null_coordinates
JF573224,2023-06-24 07:27:05,ASSAULT,ASSAULT - DETAIL,GROCERY/FOOD STORE,False,,,,null_coordinates
JF570627,2020-08-18 04:41:08,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,CTA PLATFORM,True,5,,,null_coordinates
JG555519,2024-01-12 01:33:48,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  PARK  ,False,17,,,null_coordinates
JG899346,2022-12-04 19:54:43,OTHER OFFENSE,OTHER OFFENSE - DETAIL,PARK,False,14,,,null_coordinates
JH663534,2024-12-27 14:54:12,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,5,,,null_coordinates
JG768159,2020-10-03 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,BANK,False,11,,,null_coordinates
JE215708,2022-03-28 11:06:31,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,SIDEWALK,False,12,,,null_coordinates
JG389439,2023-01-28 08:46:11,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,RESIDENCE,True,15,,,null_coordinates
JH784742,2022-08-31 04:08:19,ASSAULT,ASSAULT - DETAIL,APARTMENT,False,11,,,null_coordinates
JD734519,2024-08-10 02:28:14,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,9,,,null_coordinates
JG134776,2022-08-02 07:23:30,THEFT,THEFT - DETAIL,APARTMENT,False,23,,,null_coordinates
JH783263,2022-01-21 10:39:34,NARCOTICS,NARCOTICS - DETAIL,RESIDENCE,False,4,,,null_coordinates
JH538723,2022-06-21 07:57:20,STALKING,STALKING - DETAIL,GAS STATION,False,6,,,null_coordinates
JE899854,2022-10-30 00:00:00,NARCOTICS,NARCOTICS - DETAIL,  GROCERY/FOOD STORE  ,False,12A,,,null_coordinates
JD271923,2021-02-06 20:38:34,ASSAULT,ASSAULT - DETAIL,PARKING LOT/GARAGE,False,6,,,null_coordinates
JE405041,2023-12-15 00:00:00,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,True,19,,,null_coordinates
JE564020,2022-09-19 23:10:59,ASSAULT,ASSAULT - DETAIL,  BANK  ,False,24,,,null_coordinates
JF281320,2024-02-01 19:18:42,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,  RESIDENCE  ,False,24,,,null_coordinates
JF702823,2020-01-14 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  CTA PLATFORM  ,False,12,,,null_coordinates
JG716101,2023-09-24 15:49:17,THEFT,THEFT - DETAIL,SIDEWALK,False,14,,,null_coordinates
JF319653,2024-01-13 07:54:19,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,False,18,,,null_coordinates
JF318943,2023-01-20 00:00:00,BURGLARY,BURGLARY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,16,,,null_coordinates
JE990458,2024-01-02 15:26:24,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,ALLEY,False,2,,,null_coordinates
JE824668,2021-04-06 00:00:00,THEFT,THEFT - DETAIL,GAS STATION,False,18,,,null_coordinates
JD767774,2023-08-31 10:43:23,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,APARTMENT,False,14,,,null_coordinates
JG290965,2022-02-01 08:59:51,OTHER OFFENSE,OTHER OFFENSE - DETAIL,BANK,False,3,,,null_coordinates
JF783839,2022-05-10 05:31:51,ASSAULT,ASSAULT - DETAIL,BANK,False,2,,,null_coordinates
JE156961,2024-02-19 00:00:00,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,True,19,,,null_coordinates
JH534334,2020-02-11 07:44:18,BURGLARY,BURGLARY - DETAIL,CTA PLATFORM,False,11,,,null_coordinates
JH561688,2022-02-25 21:17:37,ROBBERY,ROBBERY - DETAIL,RESIDENCE,False,4,,,null_coordinates
JC837296,2022-01-20 00:00:00,THEFT,THEFT - DETAIL,GAS STATION,True,9,,,null_coordinates
JG270374,2024-07-20 00:00:00,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,False,25,,,null_coordinates
JG835805,2020-05-21 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,BANK,False,5,,,null_coordinates
JE301385,2023-09-18 06:47:10,THEFT,THEFT - DETAIL,BANK,False,12,,,null_coordinates
JE218861,2023-08-20 08:06:53,BATTERY,BATTERY - DETAIL,ALLEY,False,13,,,null_coordinates
JF658112,2024-07-21 11:04:21,BATTERY,BATTERY - DETAIL,SIDEWALK,True,17,,,null_coordinates
JH857908,2020-04-20 00:00:00,BATTERY,BATTERY - DETAIL,PARK,False,15,,,null_coordinates
JD983302,2022-07-21 03:06:08,THEFT,THEFT - DETAIL,SIDEWALK,False,17,,,null_coordinates
JE775514,2024-06-18 22:56:59,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARKING LOT/GARAGE,True,16,,,null_coordinates
JH157476,2024-06-16 04:36:49,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,False,15,,,null_coordinates
JG743177,2024-11-28 00:00:00,BATTERY,BATTERY - DETAIL,RESTAURANT,False,9,,,null_coordinates
JE986572,2021-02-11 10:44:41,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,PARKING LOT/GARAGE,False,8,,,null_coordinates
JD397250,2021-02-02 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,25,,,null_coordinates
JG786179,2021-05-26 09:28:56,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,CTA PLATFORM,False,2,,,null_coordinates
JD998159,2022-03-24 00:00:00,THEFT,THEFT - DETAIL,SIDEWALK,False,10,,,null_coordinates
JF553004,2022-05-06 00:31:37,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,3,,,null_coordinates
JG977325,2023-02-14 17:31:06,OTHER OFFENSE,OTHER OFFENSE - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,13,,,null_coordinates
JG151151,2020-09-22 00:00:00,THEFT,THEFT - DETAIL,RESTAURANT,False,1,,,null_coordinates
JE643518,2021-08-10 10:26:16,THEFT,THEFT - DETAIL,  STREET  ,True,23,,,null_coordinates
JG277368,2021-02-06 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,ALLEY,False,8,,,null_coordinates
JE728058,2021-11-03 01:24:49,ASSAULT,ASSAULT - DETAIL,PARKING LOT/GARAGE,False,10,,,null_coordinates
JF868936,2022-12-29 06:38:55,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  RESIDENCE  ,False,19,,,null_coordinates
JH766315,2021-08-13 21:01:53,OTHER OFFENSE,OTHER OFFENSE - DETAIL,STREET,False,24,,,null_coordinates
JH286124,2022-08-08 00:31:44,NARCOTICS,NARCOTICS - DETAIL,CTA PLATFORM,False,10,,,null_coordinates
JD961593,2020-08-11 00:00:00,NARCOTICS,NARCOTICS - DETAIL,STREET,False,12,,,null_coordinates
JC242545,2022-04-25 03:30:11,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,20,,,null_coordinates
JC481824,2020-03-14 00:00:00,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,5,,,null_coordinates
JD736357,2024-02-26 23:55:45,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,False,14,,,null_coordinates
JF514587,2020-08-01 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,BANK,False,17,,,null_coordinates
JG804020,2021-07-22 07:52:05,ASSAULT,ASSAULT - DETAIL,STREET,False,2,,,null_coordinates
JH256198,2022-09-13 14:25:07,BURGLARY,BURGLARY - DETAIL,  GAS STATION  ,False,22,,,null_coordinates
JE233860,2020-03-07 00:23:36,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,ALLEY,False,16,,,null_coordinates
JC255805,2024-10-21 17:38:30,OTHER OFFENSE,OTHER OFFENSE - DETAIL,ALLEY,False,25,,,null_coordinates
JG846026,2022-03-11 22:05:56,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  RESTAURANT  ,False,12,,,null_coordinates
JC607611,2023-06-06 01:32:07,THEFT,THEFT - DETAIL,RESIDENCE,False,99,,,null_coordinates
JG838063,2024-04-02 20:37:31,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,RESTAURANT,False,13,,,null_coordinates
JD703477,2020-05-05 00:00:00,ASSAULT,ASSAULT - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",True,9,,,null_coordinates
JC971331,2020-03-25 00:07:32,BATTERY,BATTERY - DETAIL,STREET,False,13,,,null_coordinates
JG211892,2021-07-29 07:48:56,THEFT,THEFT - DETAIL,PARK,True,6,,,null_coordinates
JF670141,2023-11-25 22:52:02,ROBBERY,ROBBERY - DETAIL,  PARK  ,False,12A,,,null_coordinates
JG132687,2021-06-03 06:42:44,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  BANK  ,False,19,,,null_coordinates
JE436459,2020-10-17 06:32:14,ASSAULT,ASSAULT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,20,,,null_coordinates
JD882271,2024-11-28 18:35:56,ROBBERY,ROBBERY - DETAIL,GROCERY/FOOD STORE,True,16,,,null_coordinates
JD617386,2024-04-24 00:00:00,STALKING,STALKING - DETAIL,SIDEWALK,False,7,,,null_coordinates
JF195012,2024-01-30 16:21:36,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,  GAS STATION  ,True,17,,,null_coordinates
JE853541,2023-03-25 00:00:00,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,3,,,null_coordinates
JE209421,2022-11-12 02:04:05,NARCOTICS,NARCOTICS - DETAIL,SIDEWALK,False,03,,,null_coordinates
JC708918,2022-02-10 08:06:56,THEFT,THEFT - DETAIL,RESTAURANT,False,20,,,null_coordinates
JE510154,2022-04-28 12:32:22,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,PARK,False,23,,,null_coordinates
JG570565,2023-06-30 13:30:42,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,False,20,,,null_coordinates
JG601409,2024-07-12 15:53:05,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,7,,,null_coordinates
JF254592,2020-06-25 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  RESTAURANT  ,True,20,,,null_coordinates
JH444431,2022-09-20 00:00:00,BATTERY,BATTERY - DETAIL,SIDEWALK,True,4,,,null_coordinates
JG599841,2024-01-16 00:00:00,BATTERY,BATTERY - DETAIL,PARK,False,14,,,null_coordinates
JE988255,2024-04-28 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  ALLEY  ,False,3,,,null_coordinates
JF429018,2024-01-20 17:58:39,ASSAULT,ASSAULT - DETAIL,PARKING LOT/GARAGE,False,6,,,null_coordinates
JH665818,2022-04-05 00:00:00,NARCOTICS,NARCOTICS - DETAIL,RESIDENCE,True,25,,,null_coordinates
JH442508,2022-02-16 00:00:00,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,ALLEY,False,9,,,null_coordinates
JG372944,2021-08-25 02:54:52,NARCOTICS,NARCOTICS - DETAIL,STREET,False,13,,,null_coordinates
